n,temps_meilleur,temps_pire
902256,1.3019040216022405e-06,1.153531977251987e-06
906767,1.4222904246707913e-07,1.1749019740818767e-06
911278,1.2780399829352972e-06,1.1519230502017308e-06
915789,1.4891999671817758e-07,1.188082002045121e-06
920301,1.42108010550146e-07,1.1560640050447547e-06
924812,1.3600289494206664e-06,1.1792310415330577e-06
929323,1.409439864801243e-07,1.1504090452945092e-06
933835,1.4287100748333615e-07,1.1789350101025776e-06
938346,1.3348919965210372e-06,1.1901949928869726e-06
942857,1.4702898442919833e-07,1.216950000525685e-06
947368,1.3357329971768195e-06,1.1867430148413404e-06
951880,1.3892010156268952e-06,1.2113939992559608e-06
956391,1.4389400348591153e-07,1.181853029265767e-06
960902,1.3879959988116752e-06,1.2137679896113695e-06
965413,1.4996900972619188e-07,1.2042629950883565e-06
969925,1.4915798237780108e-07,1.2168680186732673e-06
974436,1.3355400005821139e-06,1.182263984446763e-06
978947,1.448680086468812e-07,1.2126189794798848e-06
983459,1.4788297266932205e-07,1.196696974147926e-06
987970,1.3797959672956494e-06,1.2136300283600576e-06
992481,1.4534100409946405e-07,1.1882179805979831e-06
996992,1.388583994412329e-06,1.2137310241087108e-06
1001504,1.3336519750737353e-06,1.1902580263267737e-06
1006015,1.460959883843316e-07,1.2072449826519005e-06
1010526,1.3518489358830266e-06,1.194230988403433e-06
1015038,1.3861599945812485e-06,1.2090420168533456e-06
1019549,1.4455899872700683e-07,1.1848539979837368e-06
1024060,1.3812100023642416e-06,1.2564510016090935e-06
1028571,1.4498400742013474e-07,1.192669971715077e-06
1033083,1.4556296082446352e-07,1.2082880184607348e-06
1037594,1.3468989782268181e-06,1.190410972412792e-06
1042105,1.4597502740798517e-07,1.238075998116983e-06
1046616,1.3386590017034905e-06,1.1853679952764652e-06
1051128,1.477740001064376e-06,1.2753210194205167e-06
1055639,1.4707502486999148e-07,1.2841399657190778e-06
1060150,1.4306689572549659e-06,1.2373080007819226e-06
1064662,1.3956070179119707e-06,1.2510700071288739e-06
1069173,1.451820062357001e-07,1.2640900604310445e-06
1073684,1.3931270132161445e-06,1.2416859553923131e-06
1078195,1.467539623263292e-07,1.2700380175374448e-06
1082707,1.4456105418503284e-07,1.2399259794619865e-06
1087218,1.4682680211990374e-06,1.2646929990296485e-06
1091729,1.4469601774180773e-07,1.2419500144460472e-06
1096240,1.4546619695465779e-06,1.2598659905052046e-06
1100752,1.4021100105310325e-06,1.2354680002317764e-06
1105263,1.4636001833423505e-07,1.257653000720893e-06
1109774,1.3914089868194425e-06,1.234896995811141e-06
1114286,1.450662031857064e-06,1.255946968740318e-06
1118797,1.5191903912636917e-07,1.239973003976047e-06
1123308,1.44689200897119e-06,1.2640780132642248e-06
1127819,1.476760080549866e-07,1.2638119787879987e-06
1132331,1.5035198521218262e-07,1.2721360253635794e-06
1136842,1.4374359543580796e-06,1.2629240081878379e-06
1141353,1.4914301937096752e-07,1.2723749423457775e-06
1145865,1.4666296556242742e-07,1.2455779633455676e-06
1150376,1.456246051020571e-06,1.2841329717048212e-06
1154887,1.4854698565613945e-07,1.2534379875432933e-06
1159398,1.5331609902204945e-06,1.346986977296183e-06
1163910,1.4025140153535177e-06,1.250403985977755e-06
1168421,1.4649798868049402e-07,1.2659119802265196e-06
1172932,1.4011839848535601e-06,1.2355479921097868e-06
1177443,1.4844304314465263e-07,1.285006022953894e-06
1181955,1.452610122214537e-07,1.2397119880915853e-06
1186466,1.5157409961830127e-06,1.2896239768451778e-06
1190977,1.4511503104586153e-07,1.2441309881978667e-06
1195489,1.4831598491582553e-07,1.2684439971053508e-06
1200000,1.3793389280181145e-06,1.2468370150600095e-06
1204511,1.506699736637529e-07,1.2695559871644946e-06
1209022,1.441005999367917e-06,1.2658799896598793e-06
1213534,1.4628940261900426e-06,1.2732830091408686e-06
1218045,1.4584102791559416e-07,1.2488369666243671e-06
1222556,1.4767300162930042e-06,1.2747469918394926e-06
1227067,1.4436196943279355e-07,1.2326570231380174e-06
1231579,1.4537798779201694e-07,1.259170023331535e-06
1236090,1.408039961461327e-06,1.252286005183123e-06
1240601,1.4683600966236554e-07,1.273877023777459e-06
1245113,1.4420901061384938e-07,1.2443790164979874e-06
1249624,1.4572769596270519e-06,1.272052990316297e-06
1254135,1.442949924239656e-07,1.2427990095602582e-06
1258646,1.4448170077230317e-06,1.2636289939109703e-06
1263158,1.4115849589870776e-06,1.2480030509323114e-06
1267669,1.4550201194651891e-07,1.2671779986703767e-06
1272180,1.4357079944602447e-06,1.2535460209619487e-06
1276692,1.4967449769756059e-06,1.2597739751072368e-06
1281203,1.4942999769118614e-07,1.2854370288550853e-06
1285714,1.448003977202461e-06,1.2592919756571063e-06
1290225,1.4509297034237533e-07,1.2438870344340102e-06
1294737,1.4640399786003398e-07,1.2738959885609802e-06
1299248,1.3934090166003443e-06,1.2473389779188437e-06
1303759,1.5025200809759552e-07,1.2848509559262312e-06
1308270,1.4200499645085075e-06,1.244225033588009e-06
1312782,1.450817982913577e-06,1.2696939884335734e-06
1317293,1.4555102097801865e-07,1.2373049594316398e-06
1321804,1.4704339992022142e-06,1.2653180165216326e-06
1326316,1.414872995155747e-06,1.25418196512328e-06
1330827,1.4663902220490854e-07,1.2646369923459133e-06
1335338,1.3943689846200869e-06,1.2462110007618321e-06
1339849,1.4876200111757497e-07,1.242389966137125e-06
1344361,1.5753200204926544e-07,1.3287859928823308e-06
1348872,1.523680013633566e-06,1.323048001722782e-06
1353383,1.4578603440895677e-07,1.2447449989849702e-06
1357894,1.4743140200152994e-06,1.2706240213447017e-06
1362406,1.4096200065978337e-06,1.2386919843265787e-06
1366917,1.4481802463706118e-07,1.2608820434252267e-06
1371428,1.397878009811393e-06,1.227814971571206e-06
1375940,1.4505429990094854e-06,1.268623978830874e-06
1380451,1.447300110157812e-07,1.236133010024787e-06
1384962,1.4650120283477008e-06,1.2748009903589265e-06
1389473,1.4675201055069918e-07,1.2578339792526093e-06
1393985,1.4695601203129628e-07,1.2612809987331276e-06
1398496,1.4119680017756764e-06,1.2443590640032198e-06
1403007,1.4575202112609985e-07,1.272303987207124e-06
1407519,1.4643800386693329e-07,1.2613989929377568e-06
1412030,1.4680750064144377e-06,1.2728920137305977e-06
1416541,1.4705699868500233e-07,1.2588709869305603e-06
1421052,1.4573219941667047e-06,1.2808310511900346e-06
1425564,1.4186670014169068e-06,1.2553249725897332e-06
1430075,1.4636400919698644e-07,1.2694359829765745e-06
1434586,1.4302149738796288e-06,1.2557170521176886e-06
1439097,1.4735199329152239e-07,1.2735330055875238e-06
1443609,1.4454997108259705e-07,1.2433210085873725e-06
1448120,1.4733400039403932e-06,1.2688469869317487e-06
1452631,1.4650701814389323e-07,1.2506259972724364e-06
1457143,1.4673302393930498e-07,1.2826380025217077e-06
1461654,1.4160510236251867e-06,1.2849650684074731e-06
1466165,1.4745801672688686e-07,1.2749710094794863e-06
1470676,1.4223609960026805e-06,1.2481950343499192e-06
1475188,1.4717549911438255e-06,1.2919289692945314e-06
1479699,1.5253199489961843e-07,1.3068290154478746e-06
1484210,1.460771989513887e-06,1.3451690028887242e-06
1488721,1.462889958929736e-07,1.251482995940023e-06
1493233,1.4712401207361836e-07,1.2864839845860843e-06
1497744,1.4079210068302927e-06,1.2461050173442345e-06
1502255,1.471400410082424e-07,1.2852309828303986e-06
1506767,1.4181900405674242e-07,1.218619003338972e-06
1511278,1.459796039853245e-06,1.2744179748551687e-06
1515789,1.4524303878715728e-07,1.2463750317692757e-06
1520300,1.4722050236741778e-06,1.2841069656133186e-06
1524812,1.424755011612433e-06,1.262733961993945e-06
1529323,1.4820297838014084e-07,1.2871009894297458e-06
1533834,1.4445409669860965e-06,1.2617209558811737e-06
1538346,1.4794700146012473e-06,1.2861289651482367e-06
1542857,1.4883099902363027e-07,1.2815330010198522e-06
1547368,1.509501991677098e-06,1.2715989960270235e-06
1551879,1.462550299038412e-07,1.2618990258488338e-06
1556391,1.472690055379644e-07,1.2784569935320179e-06
1560902,1.4263810389820719e-06,1.258153988601407e-06
1565413,1.4661398563475814e-07,1.2816720445698594e-06
1569924,1.4348860077006976e-06,1.2608239849214442e-06
1574436,1.4763039762328845e-06,1.295669999308302e-06
1578947,1.457430007576477e-07,1.2686820173257728e-06
1583458,1.461225030652713e-06,1.2804000434698537e-06
1587970,1.4017770226928405e-06,1.2539009949250612e-06
1592481,1.525869720353512e-07,1.3180860223656055e-06
1596992,1.4091389948589494e-06,1.2661870277952404e-06
1601503,1.4628301141783595e-07,1.289720965360175e-06
1606015,1.4780999117647298e-07,1.2933329744555523e-06
1610526,1.4781869904254563e-06,1.2897230008093174e-06
1615037,1.4884097981848755e-07,1.2716099845420103e-06
1619548,1.4835130150459009e-06,1.2976849902770482e-06
1624060,1.4546779930242337e-06,1.2812109762307954e-06
1628571,1.4823602032265626e-07,1.305107962252805e-06
1633082,1.4490029770968249e-06,1.2664540208788822e-06
1637594,1.4781680129090092e-06,1.2871740000264254e-06
1642105,1.5413400433317293e-07,1.337687999694026e-06
1646616,1.4772320064366794e-06,1.301014001001022e-06
1651127,1.462420004827436e-07,1.2732190134556732e-06
1655639,1.478959784435574e-07,1.2914189774164697e-06
1660150,1.4173930085235043e-06,1.2708769991149893e-06
1664661,1.5166200319072232e-07,1.3276230056362693e-06
1669173,1.4590796672564465e-07,1.2579520007420796e-06
1673684,1.483520980400499e-06,1.2894880055682735e-06
1678195,1.5071499183250125e-07,1.2633580026886193e-06
1682706,1.4742179901077179e-06,1.2910019777336856e-06
1687218,1.4242289762478322e-06,1.2515669986896684e-06
1691729,1.5153798449318857e-07,1.2833480013796362e-06
1696240,1.4158950252749491e-06,1.2607739845407195e-06
1700751,1.4675202510261442e-07,1.3064219801890431e-06
1705263,1.4619001376559026e-07,1.263374962945818e-06
1709774,1.5027430272311904e-06,1.292889992328128e-06
1714285,1.4905899297446012e-07,1.2765129758918193e-06
1718797,1.4590600039809943e-07,1.2891999540443067e-06
1723308,1.4204039780452148e-06,1.260401972103864e-06
1727819,1.4555600682797376e-07,1.2911009944218677e-06
1732330,1.4323209597932874e-06,1.2779629723809194e-06
1736842,1.4688760420540347e-06,1.2823409651900874e-06
1741353,1.461640204070136e-07,1.2603249997482636e-06
1745864,1.5084319602465257e-06,1.2794649992429186e-06
1750375,1.4580401693820022e-07,1.2756839951180154e-06
1754887,1.4557598478859292e-07,1.2848879832745296e-06
1759398,1.446114998543635e-06,1.2773949893016835e-06
1763909,1.4870701124891638e-07,1.2835290326620451e-06
1768421,1.515039948571939e-07,1.2608639935933752e-06
1772932,1.4667089890281204e-06,1.285169992115698e-06
1777443,1.4577698675566353e-07,1.263154004846001e-06
1781954,1.4769389999855776e-06,1.2921319957968081e-06
1786466,1.424686019163346e-06,1.2643039881368168e-06
1790977,1.459300019632792e-07,1.2855949807999422e-06
1795488,1.420028998836642e-06,1.26531302339572e-06
1800000,1.4825820089754416e-06,1.2906239826406817e-06
