n,temps_meilleur,temps_pire
1,1.2420005077729002e-06,8.919996616896242e-07
4512,1.6129997675307095e-06,8.249600068666041e-05
9023,1.1320007615722716e-06,0.0001697610005066963
13534,1.0019994078902528e-06,0.00023998400138225406
18046,9.320010576630011e-07,0.00032228900090558454
22557,1.0619987733662128e-06,0.0004059770017192932
27068,1.4020006346981972e-06,0.0004972209990228293
31579,1.1920001270482317e-06,0.0005816100001538871
36091,1.1029987945221364e-06,0.0006388480014720699
40602,1.131998942582868e-06,0.0007268350000231294
45113,9.820014383876696e-07,0.000825531000373303
49625,1.1619995348155499e-06,0.0008825580007396638
54136,2.585000402177684e-06,0.0009841909995884635
58647,1.332000465481542e-06,0.0010630099986883579
63158,1.503000021330081e-06,0.001147139999375213
67670,1.312999302172102e-06,0.0012046479987475323
72181,1.3119988580001518e-06,0.0012823649994970765
76692,1.513000825070776e-06,0.0013631570000143256
81203,1.962998794624582e-06,0.00145390899888298
85715,1.6629983292659745e-06,0.001531867001176579
90226,2.1949999791104347e-06,0.001613561000340269
94737,1.4930010365787894e-06,0.0016890440001589013
99249,1.5630012057954445e-06,0.001797688999431557
103760,2.1340001694625244e-06,0.0018627230001584394
108271,3.416000254219398e-06,0.0020082169994566357
112782,1.6230005712714046e-06,0.002016803999140393
117294,2.8750000637955964e-06,0.002133885000148439
121805,1.914000677061267e-06,0.0021930969996901695
126316,3.8070011214585975e-06,0.0022927150002942653
130827,1.6930007404880598e-06,0.002332240001123864
135339,1.422000423190184e-06,0.002422591000140528
139850,1.302998498431407e-06,0.002485880999302026
144361,1.2930013326695189e-06,0.0025729150002007373
148873,1.712998709990643e-06,0.0026504120014578803
153384,2.885999492718838e-06,0.0027683150001394097
157895,1.2429991329554468e-06,0.0028124380005465355
162406,1.0419989848742262e-06,0.002892950000386918
166918,3.1960007618181407e-06,0.0029892519996792544
171429,2.2549993445863947e-06,0.0030649750005977694
175940,1.353000698145479e-06,0.003197485999407945
180452,4.167999577475712e-06,0.003232151000702288
184963,2.8960002964595333e-06,0.0020514900006673997
189474,6.809987098677084e-07,0.0016209049990720814
193985,6.810005288571119e-07,0.0016588470007263822
198497,1.4929992175893858e-06,0.0016937029995460762
203008,2.2639997041551396e-06,0.001734981000481639
207519,1.2830005289288238e-06,0.001782130000719917
212030,1.893999069579877e-06,0.001821253999878536
216542,2.9459988581947982e-06,0.0018744950011750916
221053,1.3929984561400488e-06,0.0018912060004367959
225564,2.1039995772298425e-06,0.0019408400003158022
230076,1.9429990061325952e-06,0.0019892609998350963
234587,2.0139996195212007e-06,0.0020273929985705763
239098,1.172000338556245e-06,0.0020344469994597603
243609,7.620001269970089e-07,0.002069423000648385
248121,7.72000930737704e-07,0.0021104509996803245
252632,1.2119999155402184e-06,0.002152290000594803
257143,1.503000021330081e-06,0.0021970939997117966
261654,7.90998456068337e-07,0.0022328619998006616
266166,9.020004654303193e-07,0.002262727999550407
270677,1.3329990906640887e-06,0.0023047880004014587
275188,7.819999154889956e-07,0.0023727570005576126
279700,8.309998520417139e-07,0.0023830969985283446
284211,1.4630004443461075e-06,0.002427970999633544
288722,1.4830002328380942e-06,0.0025310460005130153
293233,1.3120006769895554e-06,0.002579268000772572
297745,1.6829999367473647e-06,0.002593082999737817
302256,1.513000825070776e-06,0.0026517139995121397
306767,1.10300061351154e-06,0.002751493000687333
311279,1.6430003597633913e-06,0.00280244900022808
315790,1.4529996406054124e-06,0.002773393998722895
320301,1.18200114229694e-06,0.0028058260013494873
324812,1.3720000424655154e-06,0.002903750000768923
329324,1.2420005077729002e-06,0.002907358000811655
333835,9.919986041495577e-07,0.002918428999691969
338346,1.4420002116821706e-06,0.0029824389985151356
342857,1.252999936696142e-06,0.0030067259995121276
347369,1.2019991117995232e-06,0.0030632819998572813
351880,1.2420005077729002e-06,0.0030720290014869533
356391,9.420000424142927e-07,0.0031626999989384785
360903,1.7429993022233248e-06,0.0032178649998968467
365414,1.071999577106908e-06,0.003199520000634948
369925,1.3030003174208105e-06,0.0032204500002990244
374436,1.4729994290973991e-06,0.003263130000050296
378948,1.1419997463235632e-06,0.003317684000649024
383459,1.2820000847568735e-06,0.003355124001245713
387970,1.6529993445146829e-06,0.0034689090007304912
392481,1.0419989848742262e-06,0.0034335920008743415
396993,1.613001586520113e-06,0.003461274998699082
401504,1.2119999155402184e-06,0.003666191998490831
406015,1.4020006346981972e-06,0.0036203349991410505
410527,1.2520013115135953e-06,0.0035729659994103713
415038,1.2119999155402184e-06,0.0036348529993119882
419549,1.5829991752980277e-06,0.0037077010001667077
424060,1.2729997251881287e-06,0.0037579759991785977
428572,1.6329995560226962e-06,0.0038009570016583893
433083,9.810009942157194e-07,0.003990736000559991
437594,1.252999936696142e-06,0.004139657999985502
442106,1.0819985618581995e-06,0.004011434999483754
446617,1.7029997252393514e-06,0.00391486199987412
451128,1.0119983926415443e-06,0.003948685998693691
455639,1.172000338556245e-06,0.003939128000638448
460151,1.1330012057442218e-06,0.004098981000424828
464662,1.513000825070776e-06,0.004314478999731364
469173,1.7330003174720332e-06,0.004120260999115999
473684,1.7330003174720332e-06,0.004194611999992048
478196,1.914000677061267e-06,0.00430913799937116
482707,1.1829997674794868e-06,0.0043036979986936785
487218,1.6029989637900144e-06,0.004335338000601041
491730,1.3230001059127972e-06,0.004508183999860194
496241,1.3919998309575021e-06,0.004565072000332293
500752,1.3730004866374657e-06,0.004457498000192572
505263,1.2929995136801153e-06,0.00440337600048224
509775,1.8240007193526253e-06,0.004663728999730665
514286,1.3019998732488602e-06,0.004495611001402722
518797,1.2820000847568735e-06,0.00450783399901411
523308,1.1819993233075365e-06,0.0046405739994952455
527820,1.4830002328380942e-06,0.004609195000739419
532331,1.2020009307889268e-06,0.004759449000630411
536842,1.1119991540908813e-06,0.0047009880017867545
541354,1.022001015371643e-06,0.004701670999565977
545865,1.4729994290973991e-06,0.004887813000095775
550376,1.3230001059127972e-06,0.004990195000573294
554887,1.3629996828967705e-06,0.005013088999476167
559399,1.272001100005582e-06,0.005064475999461138
563910,1.2830005289288238e-06,0.005046672000389663
568421,9.710001904750243e-07,0.005214299999352079
572933,9.319992386735976e-07,0.0052599560003727674
577444,1.2520013115135953e-06,0.0050657589999900665
581955,1.562999386806041e-06,0.005109141000502859
586466,1.2420005077729002e-06,0.005190223999306909
590978,1.5020013961475343e-06,0.005217165000431123
595489,1.381999027216807e-06,0.0052998209994257195
600000,1.0919993655988947e-06,0.005352872000003117
604511,1.503000021330081e-06,0.005276998001136235
609023,2.294998921570368e-06,0.005488708000484621
613534,1.7839993233792484e-06,0.005399009000029764
618045,1.8430000636726618e-06,0.005420248999143951
622557,1.513000825070776e-06,0.00545927299936011
627068,1.9540002540452406e-06,0.005734061998737161
631579,1.402999259880744e-06,0.0057825639996735845
636090,1.263000740436837e-06,0.0055879860010463744
640602,1.2920008884975687e-06,0.005621950000204379
645113,1.332000465481542e-06,0.005678596999132424
649624,1.18200114229694e-06,0.005724995000491617
654135,1.7839993233792484e-06,0.005848127999342978
658647,1.1619995348155499e-06,0.005857817001015064
663158,1.6829999367473647e-06,0.00586650299919711
667669,1.5519999578827992e-06,0.005963927000266267
672181,1.4529996406054124e-06,0.0059199229999649106
676692,1.0920011845882982e-06,0.006026826000379515
681203,1.4030010788701475e-06,0.00602337900090788
685714,1.0019994078902528e-06,0.006062102000214509
690226,1.2820000847568735e-06,0.006161479999718722
694737,1.0320000001229346e-06,0.006270046000281582
699248,1.3829994713887572e-06,0.006196387001182302
703760,1.763000909704715e-06,0.006257441000343533
708271,1.5420009731315076e-06,0.006276999001784134
712782,1.722999513731338e-06,0.006407335000403691
717293,1.381999027216807e-06,0.0064740609996079
721805,1.4830002328380942e-06,0.006765251999240718
726316,1.7430011212127283e-06,0.006453793999753543
730827,1.3319986464921385e-06,0.006660473000010825
735338,1.7729998944560066e-06,0.006737359000908327
739850,1.8139999156119302e-06,0.006604837999475421
744361,1.5429995983140543e-06,0.006565685000168742
748872,1.4030010788701475e-06,0.006705199000862194
753384,2.474998836987652e-06,0.0066950090003956575
757895,1.4730012480868027e-06,0.006786932999602868
762406,1.2620002962648869e-06,0.006846465999842621
766917,2.194001353927888e-06,0.00709644800008391
771429,2.3439988581230864e-06,0.006918813000083901
775940,1.3019998732488602e-06,0.007001588999628439
780451,1.071999577106908e-06,0.00689962700016622
784962,1.6529993445146829e-06,0.0073344480006198864
789474,1.1020001693395898e-06,0.0074651959985203575
793985,1.4129982446320355e-06,0.00753147999967041
798496,1.321999661740847e-06,0.007057053999233176
803008,1.5730001905467361e-06,0.007092661999195116
807519,1.4119996194494888e-06,0.00727396399997815
812030,1.212998540722765e-06,0.007166590999986511
816541,1.4430006558541209e-06,0.007296477000636514
821053,2.9660004656761885e-06,0.007290384999578237
825564,1.481999788666144e-06,0.007288491000508657
830075,1.413000063621439e-06,0.0073603180007921765
834587,1.402999259880744e-06,0.007391797000309452
839098,1.8540013115853071e-06,0.007487197000955348
843609,1.823000275180675e-06,0.007493840001188801
848120,1.934000465553254e-06,0.007498318000216386
852632,1.6529993445146829e-06,0.007589570999698481
857143,1.231999704032205e-06,0.007566145999589935
861654,1.5730001905467361e-06,0.007642319998922176
866165,1.5929999790387228e-06,0.007705109001108212
870677,1.9540002540452406e-06,0.007754902999295155
875188,1.7940001271199435e-06,0.00788783399912063
879699,1.934000465553254e-06,0.00785542300036468
884211,1.2929995136801153e-06,0.007888655998613103
888722,2.4750006559770554e-06,0.007906119000836043
893233,1.8840000848285854e-06,0.008022969999728957
897744,1.6429985407739878e-06,0.0080008179993456
902256,1.3120006769895554e-06,0.008020815999771003
906767,1.3419994502328336e-06,0.00813630399898102
911278,1.082000380847603e-06,0.008145601999785868
915789,1.2119999155402184e-06,0.008168796000973089
920301,1.1619995348155499e-06,0.008213430000978406
924812,1.071999577106908e-06,0.00822450099985872
929323,1.9330000213813037e-06,0.00837384300029953
933835,1.4529996406054124e-06,0.008390854998651776
938346,1.5120003808988258e-06,0.008365067000340787
942857,1.5530004020547494e-06,0.008527523999873665
947368,5.820998921990395e-06,0.008555627000532695
951880,1.413000063621439e-06,0.008511734000421711
956391,1.2929995136801153e-06,0.00866726800086326
960902,1.983000402105972e-06,0.008615249000285985
965413,2.143999154213816e-06,0.008720198000446544
969925,1.684000380919315e-06,0.008751948000281118
974436,1.8640002963365987e-06,0.00875455399909697
978947,2.0239986042724922e-06,0.008795420999376802
983459,1.2119999155402184e-06,0.008801241001492599
987970,1.3729986676480621e-06,0.008823123000183841
992481,1.1920001270482317e-06,0.008917089999158634
996992,1.7239999579032883e-06,0.008890801000234205
1001504,1.6829999367473647e-06,0.00903785899936338
1006015,3.1859999580774456e-06,0.009114454000155092
1010526,1.7539987311465666e-06,0.009211086999130202
1015038,2.26500014832709e-06,0.00927829399915936
1019549,1.6029989637900144e-06,0.009234070001184591
1024060,2.1939995349384844e-06,0.00933732500016049
1028571,1.8229984561912715e-06,0.009357904000353301
1033083,1.562999386806041e-06,0.009391146999405464
1037594,1.5219993656501174e-06,0.009338777999801096
1042105,2.5649987946962938e-06,0.009363403998577269
1046616,1.663000148255378e-06,0.009479984999416047
1051128,1.3419994502328336e-06,0.009527163998427568
1055639,1.263000740436837e-06,0.009414832000402384
1060150,1.0320000001229346e-06,0.009537552999972831
1064662,1.4630004443461075e-06,0.00965424399873882
1069173,1.3330009096534923e-06,0.009829225000430597
1073684,1.0420008038636297e-06,0.009617525000066962
1078195,1.7029997252393514e-06,0.009943982000550022
1082707,1.4429988368647173e-06,0.009768870999323553
1087218,1.0619987733662128e-06,0.009878958999252063
1091729,2.5039989850483835e-06,0.009977085001082742
1096240,1.7339989426545799e-06,0.009951365998858819
1100752,1.5829991752980277e-06,0.010042899000836769
1105263,1.503000021330081e-06,0.010163187000216567
1109774,1.5320001693908125e-06,0.010059741000077338
1114286,1.7029997252393514e-06,0.010091309999552323
1118797,1.613001586520113e-06,0.010248717999274959
1123308,1.413000063621439e-06,0.010137096998732886
1127819,1.332000465481542e-06,0.010371891999966465
1132331,1.6829999367473647e-06,0.010243589000310749
1136842,1.8030004866886884e-06,0.01032559399936872
1141353,1.562999386806041e-06,0.010332286999982898
1145865,1.7729998944560066e-06,0.01058541500060528
1150376,2.655000571394339e-06,0.010634026999468915
1154887,1.8940008885692805e-06,0.01056023700039077
1159398,1.6129997675307095e-06,0.010704509999413858
1163910,1.9930012058466673e-06,0.010640679000061937
1168421,1.2620002962648869e-06,0.010746439000286045
1172932,1.562999386806041e-06,0.010720370000854018
1177443,4.187999365967698e-06,0.010699992000809289
1181955,1.0929998097708449e-06,0.010789351001221803
1186466,1.3829994713887572e-06,0.010876313999688136
1190977,1.1619995348155499e-06,0.010862228000405594
1195489,1.75300010596402e-06,0.01095903100031137
1200000,1.4830002328380942e-06,0.01099314600105572
1204511,1.983999027288519e-06,0.010990119999405579
1209022,1.7430011212127283e-06,0.010949984000035329
1213534,2.1240011847112328e-06,0.011208943999008625
1218045,1.8439986888552085e-06,0.010990460999892093
1222556,1.7940001271199435e-06,0.011158068000440835
1227067,1.422000423190184e-06,0.011338799000441213
1231579,1.3019998732488602e-06,0.01128445699941949
1236090,1.6829999367473647e-06,0.01142387000072631
1240601,1.784001142368652e-06,0.011564336000446929
1245113,1.8539994925959036e-06,0.011301538999759941
1249624,1.3619992387248203e-06,0.01150322099965706
1254135,1.5229998098220676e-06,0.011526905000209808
1258646,1.503000021330081e-06,0.011582699999053148
1263158,1.75300010596402e-06,0.011490967001009267
1267669,1.5830009942874312e-06,0.011868470999615965
1272180,1.6430003597633913e-06,0.01175843300006818
1276692,1.7330003174720332e-06,0.0118587020006089
1281203,1.18200114229694e-06,0.011806483998952899
1285714,1.2820000847568735e-06,0.011895191000803607
1290225,1.2029995559714735e-06,0.011894249999386375
1294737,1.363001501886174e-06,0.011859353000545525
1299248,1.5329987945733592e-06,0.01198543200007407
1303759,1.6730009519960731e-06,0.012121008001486189
1308270,1.353000698145479e-06,0.012075491998984944
1312782,1.5519999578827992e-06,0.012120387000322808
